	asker	answer
1622	483	1117
1623	255939	1192877
1624	255939	148051
1625	255939	86751
1626	255939	890255
1627	255939	12601
1628	255939	979621
1629	255939	3458227
1630	255939	901946
1631	255939	31136
1632	255939	82187
1633	1415560	3850405
1634	1415560	9008140
1635	1415560	9213345
1636	1415560	2016162
1637	1415560	2279059
1638	1415560	3725501
1639	1415560	7998636
1640	1415560	4634244
1641	1415560	12534
1642	1415560	5224021
1643	1415560	395699
1644	1415560	3060402
1645	1415560	3088349
1646	1415560	2238745
1647	1415560	5387676
1648	1415560	5891912
1649	1415560	1402749
1650	1415560	5033397
1651	1415560	7899689
1652	1415560	3266256
1653	1415560	2203589
1654	1415560	6824513
1655	1415560	4859919
1656	1415560	4008626
1657	1415560	3627726
1658	1415560	312317
1659	1415560	4009999
1660	1415560	26226
1661	1415560	2931586
1662	1415560	56472
1663	1415560	1076816
1664	1415560	184546
1665	1415560	1574232
1666	1415560	5174358
1667	1415560	1310014
1668	1415560	1903050
1669	1415560	3676127
1670	1415560	4000993
1671	1415560	473886
1672	1415560	1901589
1673	1415560	80434
1674	1415560	3705960
1675	1415560	6326076
1676	1415560	4556749
1677	1415560	2679750
1678	1415560	1524502
1679	1415560	3010991
1680	1415560	2633101
1681	1415560	99679
1682	149190	110736
1683	149190	23354
1684	149190	57159
1685	149190	376698
1686	149190	4601149
1687	149190	682696
1688	149190	1346297
1689	149190	200442
1690	149190	9407450
1691	149190	662165
1692	149190	1618054
1693	149190	155892
1694	149190	94167
1695	149190	868532
1696	149190	4961688
1697	149190	1032172
1698	149190	3919574
1699	149190	2728766
1700	149190	992018
1701	149190	3423589
1702	149190	921690
1703	149190	1121403
1704	149190	239344
1705	149190	248118
1706	149190	595859
1707	149190	98713
1708	149190	2182401
1709	149190	419348
1710	149190	794594
1711	149190	1797387
1712	149190	87195
1713	149190	116058
1714	149190	69824
1715	41543	21679
1716	41543	1212017
1717	41543	82187
1718	41543	4764069
1719	41543	75129
1720	41543	150967
1721	41543	616274
1722	41543	4373521
1723	41543	6615353
1724	41543	4760738
1725	41543	332539
1726	41543	4986216
1727	41543	1677174
1728	41543	1403070
1729	41543	1085778
1730	41543	640205
1731	41543	2070222
1732	41543	2612735
1733	41543	5479187
1734	41543	1163428
1735	41543	3793728
1736	41543	391693
1737	41543	22944
1738	41543	3551086
1739	41543	3296251
1740	41543	1047499
1741	41543	2588865
1742	41543	2147897
1743	41543	1140388
1744	41543	262140
1745	41543	71
1746	41543	117362
1747	41543	21567
1748	41543	30874
1749	41543	121364
1750	2429	363751
1751	2429	536086
1752	2429	270212
1753	2429	2995
1754	2429	17595
1755	2429	551322
1756	2429	514382
1757	2429	319002
1758	2429	20508
1759	2429	14642
1760	2429	14582
1761	2429	15537
1762	1692	4489
1763	1692	16940
1764	1692	6508
1765	1692	9787173
1766	1692	232147
1767	1692	5221030
1768	1692	852806
1769	1692	712700
1770	1692	23020
1771	1692	6147480
1772	1692	753279
1773	1692	906828
1774	1692	513778
1775	1692	358637
1776	1692	24380
1777	1692	24661
1778	118544	1031591
1779	118544	2299047
1780	118544	5632412
1781	118544	7103882
1782	118544	5174469
1783	118544	3074699
1784	118544	9042337
1785	118544	120753
1786	118544	7706792
1787	118544	4401384
1788	118544	5775414
1789	118544	7080001
1790	118544	4915037
1791	118544	794117
1792	118544	2915792
1793	118544	4776191
1794	118544	6333790
1795	118544	34211
1796	118544	6231235
1797	118544	4969810
1798	118544	2667173
1799	118544	95162
1800	118544	125649
1801	118544	37710
1802	118544	293709
1803	118544	73826
1804	118544	119549
1805	2635	23372
1806	2635	5486
1807	2635	332
1808	2635	28840
1809	2635	1915893
1810	2635	90291
1811	2635	36
1812	2635	13279
1813	2635	2525
1814	2635	4481
1815	2635	8236
1816	2635	11356
1817	2635	15572
1818	2635	1382162
1819	5133	14606
1820	5133	661933
1821	5133	10614791
1822	5133	811
1823	5133	348005
1824	5133	180239
1825	5133	6267034
1826	5133	568266
1827	5133	1480854
1828	5133	382515
1829	5133	2862241
1830	5133	1330601
1831	5133	488905
1832	5133	541
1833	5133	5697
1834	1709270	23283
1835	1709270	5591519
1836	1709270	413194
1837	1709270	1566624
1838	1709270	9222680
1839	1709270	2535640
1840	1709270	1870432
1841	1709270	1104877
1842	1709270	2010315
1843	1709270	119856
1844	1709270	3040808
1845	1709270	3116314
1846	1709270	1346806
1847	1709270	2622671
1848	1709270	1286842
1849	1709270	152598
1850	1709270	1782
1851	65358	198366
1852	65358	8179345
1853	65358	823040
1854	65358	476840
1855	65358	2164328
1856	65358	185859
1857	65358	824780
1858	65358	174693
1859	65358	61700
1860	65358	156142
1861	67283	22656
1862	67283	23354
1863	67283	1968
1864	67283	39709
1865	67283	15763
1866	67283	4835346
1867	67283	7335
1868	67283	61632
1869	67283	4200
1870	4918	24874
1871	4918	4576125
1872	4918	107409
1873	4918	984780
1874	4918	6897
1875	4918	892565
1876	4918	736113
1877	4918	1734730
1878	4918	6653298
1879	4918	9268
1880	4918	2399164
1881	4918	83418
1882	4918	8986
1883	4918	320433
1884	32688	22656
1885	32688	363751
1886	32688	23354
1887	32688	188256
1888	32688	1878141
1889	32688	2156512
1890	32688	3739391
1891	32688	3825959
1892	32688	1435110
1893	32688	154264
1894	32688	26566
1895	32688	6782
1896	32688	9498
1897	32688	52551
1898	2191	4490
1899	2191	11492
1900	2191	15861
1901	2191	403671
1902	2191	3847777
1903	2191	735496
1904	2191	715224
1905	2191	52622
1906	2191	4929727
1907	2191	7585517
1908	2191	4685116
1909	2191	3436775
1910	2191	4314962
1911	2191	5292471
1912	2191	3195546
1913	2191	2163234
1914	2191	1751602
1915	2191	2316745
1916	2191	891856
1917	2191	1135019
1918	2191	615
1919	2191	402749
1920	2191	2538037
1921	2191	707137
1922	2191	2818485
1923	2191	1626874
1924	2191	718626
1925	2191	1794808
1926	2191	430933
1927	2191	1479660
1928	2191	1497319
1929	2191	1056044
1930	2191	1021296
1931	2191	22506
1932	2191	37494
1933	141831	65393
1934	141831	3850405
1935	141831	8308617
1936	141831	7973239
1937	141831	97572
1938	141831	5558126
1939	141831	2205454
1940	141831	4793190
1941	141831	1383168
1942	141831	3490850
1943	141831	2904107
1944	141831	432041
1945	18931	107409
1946	18931	235715
1947	18931	1013542
1948	18931	828241
1949	18931	970673
1950	18931	1349430
1951	18931	148593
1952	18931	1958491
1953	18931	5469
1954	18931	1305119
1955	18931	196390
1956	30674	23354
1957	30674	1874991
1958	30674	10413022
1959	30674	2588345
1960	30674	7601484
1961	30674	237858
1962	30674	335784
1963	30674	2646126
1964	24874	2399164
1965	24874	133143
1966	24874	9918438
1967	24874	26507
1968	24874	6088
1969	24874	70261
1970	24874	1838205
1971	24874	5258456
1972	24874	183466
1973	24874	2722456
1974	24874	1988078
1975	24874	574739
1976	24874	53236
1977	24874	51458
1978	16587	2946773
1979	16587	3585496
1980	16587	7713085
1981	16587	19311
1982	168313	3946641
1983	168313	68602
1984	168313	425823
1985	168313	234288
1986	168313	162355
1987	168313	145173
1988	168313	238902
1989	168313	565238
1990	113165	3043
1991	113165	23283
1992	113165	2770369
1993	113165	5724101
1994	113165	100902
1995	113165	27678
1996	253456	65358
1997	253456	938668
1998	253456	1751602
1999	253456	8939020
2000	253456	1533728
2001	253456	6535756
2002	253456	6047422
2003	253456	3959342
2004	253456	1383039
2005	253456	171953
2006	253456	2082801
2007	253456	1922774
2008	253456	222376
2009	253456	1306889
2010	253456	608377
2011	253456	391615
2012	253456	132528
2013	45471	363751
2014	45471	23283
2015	45471	93613
2016	45471	33708
2017	45471	284795
2018	45471	680026
2019	45471	701485
2020	45471	543584
2021	45471	5540292
2022	45471	764963
2023	45471	78162
2024	45471	1290058
2025	45471	3811409
2026	45471	1453988
2027	45471	4032028
2028	45471	3440463
2029	45471	95437
2030	382135	10445323
2031	382135	7376001
2032	382135	10144927
2033	382135	3287840
2034	382135	5060420
2035	382135	2228506
2036	382135	3400042
2037	382135	2040375
2038	382135	6542896
2039	382135	5333178
2040	382135	7824994
2041	382135	3073215
2042	382135	413501
2043	382135	4338320
2044	382135	2045257
2045	382135	1675939
2046	382135	505471
2047	382135	3207129
2048	382135	2218994
2049	382135	290469
2050	45280	842543
2051	45280	181460
2052	45280	695964
2053	45280	60299
2054	45280	709537
2055	45280	2300396
2056	45280	59528
2057	45280	19216
2058	45280	64187
2059	4489	12725
2060	4489	67824
2061	4489	1196
2062	4489	913845
2063	4489	9587
2064	4489	20481
2065	4489	17027
2066	4489	1083771
2067	4489	6196648
2068	4489	58961
2069	4489	2726757
2070	4489	2576585
2071	4489	1331971
2072	4489	276083
2073	4489	819843
2074	4489	2375119
2075	4489	2327376
2076	4489	153390
2077	4489	195
2078	4489	4691027
2079	4489	1024488
2080	4489	565710
2081	4489	488454
2082	4489	23843
2083	4489	1790
2084	4489	2114
2085	1455	2892
2086	1455	23372
2087	1455	20553
2088	1455	6687274
2089	1455	6135025
2090	1455	929902
2091	1455	1025264
2092	1455	23427
2093	1455	837012
2094	320	2116150
2095	320	4038978
2096	320	1231657
2097	320	982639
2098	320	1749204
2099	320	310910
2100	320	26286
2101	320	77
2102	73794	22656
2103	73794	65358
2104	73794	8282176
2105	73794	1700775
2106	73794	2491685
2107	73794	3199531
2108	73794	2466310
2109	73794	2914860
2110	73794	1608786
2111	73794	74022
2112	73794	22039
2113	73794	5363
2114	1471381	29407
2115	1471381	7419027
2116	1471381	1033686
2117	1471381	447156
2118	1471381	12960
2119	1471381	128645
2120	338	1336654
2121	338	661933
2122	338	20336
2123	338	55943
2124	338	393004
2125	338	23283
2126	338	69083
2127	338	826057
2128	338	120955
2129	338	5972372
2130	338	1000939
2131	338	272072
2132	338	360211
2133	338	63867
2134	338	3024
2135	164923	929902
2136	164923	2336965
2137	164923	1829190
2138	164923	7497826
2139	164923	830287
2140	164923	2715716
2141	164923	3323100
2142	164923	2781812
2143	164923	723299
2144	164923	3414124
2145	164923	2989995
2146	164923	2501279
2147	164923	909122
2148	164923	747275
2149	164923	227755
2150	164923	1322336
2151	164923	919643
2152	164923	75594
2153	164923	3642042
2154	164923	5544
2155	164923	308451
2156	164923	895218
2157	164923	1835769
2158	164923	669518
2159	164923	3405457
2160	164923	3277009
2161	164923	174626
2162	164923	3171506
2163	164923	984407
2164	164923	203479
2165	164923	3433511
2166	164923	334145
2167	164923	1350176
2168	164923	1365566
2169	164923	3034070
2170	164923	1397234
2171	164923	1015495
2172	164923	438458
2173	164923	80577
2174	164923	890580
2175	164923	1771057
2176	164923	1137974
2177	164923	209668
2178	164923	501961
2179	164923	177710
2180	164923	2119988
2181	164923	1900520
2182	23199	5736534
2183	23199	14357
2184	23199	2470524
2185	23199	164352
2186	23199	2853376
2187	23199	2274747
2188	23199	4749945
2189	23199	4660640
2190	23199	584593
2191	23199	2658202
2192	23199	526574
2193	23199	437152
2194	23199	100253
2195	23199	86452
2196	61821	2635
2197	61821	16587
2198	61821	33015
2199	61821	3043
2200	61821	121309
2201	61821	88656
2202	61821	59301
2203	61821	4134099
2204	61821	5472647
2205	61821	60892
2206	61821	22092
2207	61821	2929885
2208	61821	326904
2209	61821	283676
2210	61821	84651
2211	61821	2988
2212	61821	248524
2213	61821	191997
2214	61821	188268
2215	61821	81769
2216	61821	12178
2217	61821	40868
2218	61821	62368
2219	61821	58768
2220	61821	58668
2221	61821	24064
2222	61821	21461
2223	61821	61574
2224	61821	5380
2225	61821	59303
2226	61821	142129
2227	61821	42737
2228	61821	10861
2229	61821	57776
2230	3821	13627
2231	3821	1336654
2232	3821	7199922
2233	3821	12950
2234	3821	458214
2235	3821	1914557
2236	3821	5951777
2237	3821	1736
2238	3821	868582
2239	3821	1695004
2240	3821	61974
2241	3821	2676
2242	3821	221042
2243	3821	3153
2244	3821	377
2245	3821	2128
2246	250524	22656
2247	250524	44389
2248	250524	1482460
2249	250524	463623
2250	250524	15622
2251	250524	264697
2252	250524	189745
2253	250524	87053
2254	250524	604526
2255	250524	756895
2256	250524	9479890
2257	250524	7667814
2258	250524	313663
2259	250524	1776903
2260	250524	3065161
2261	250524	31762
2262	250524	306651
2263	11135	22656
2264	11135	91
2265	11135	4490
2266	11135	117069
2267	11135	30674
2268	11135	39923
2269	11135	5302
2270	11135	7850
2271	11135	15861
2272	11135	21574
2273	11135	82
2274	11135	18941
2275	11135	18658
2276	11135	4574
2277	11135	1659
2278	11135	467473
2279	11135	1879756
2280	11135	12971
2281	11135	5599
2282	11135	157260
2283	11135	29519
2284	11135	93613
2285	11135	5445
2286	11135	3312
2287	11135	31136
2288	11135	98713
2289	11135	14582
2290	11135	24380
2291	11135	97572
2292	11135	58961
2293	11135	2658202
2294	11135	24064
2295	11135	15622
2296	11135	107783
2297	11135	520044
2298	11135	108448
2299	11135	825024
2300	11135	1398964
2301	11135	913610
2302	11135	604351
2303	11135	427673
2304	11135	8155
2305	11135	170181
2306	11135	436376
2307	11135	83144
2308	11135	64750
2309	11135	82004
2310	11135	56145
2311	11135	11112
2312	11135	49737
2313	11135	21966
2314	11135	5314
2315	11135	9796
2316	11135	20385
2317	11135	83091
2318	11135	353147
2319	11135	252004
2320	11135	35389
2321	11135	574723
2322	11135	79191
2323	11135	553218
2324	11135	259130
2325	11135	58635
2326	11135	31158
2327	11135	376044
2328	11135	35398
2329	11135	3603
2330	11135	195456
2331	11135	146622
2332	11135	299946
2333	11135	261257
2334	11135	17176
2335	11135	135877
2336	11135	126995
2337	11135	160823
2338	11135	44540
2339	11135	300996
2340	11135	126042
2341	11135	245452
2342	11135	123897
2343	11135	292466
2344	11135	105570
2345	11135	14392
2346	11135	54467
2347	11135	50949
2348	11135	275
2349	11135	140392
2350	11135	54746
2351	11135	40516
2352	11135	7495
2353	11135	107342
2354	11135	55154
2355	11135	35086
2356	11135	3055
2357	11135	64262
2358	11135	52811
2359	11135	3396
2360	11135	47366
2361	11135	1249
2362	11135	3957
2363	11135	17700
2364	11135	2461
2365	11135	35385
2366	11135	11917
2367	11135	17091
2368	11135	4979
2369	11135	6846
2370	11135	5645
2371	11135	31223
2372	14395	17516
2373	14395	122087
2374	14395	71
2375	14395	30419
2376	14395	4786075
2377	14395	902415
2378	14395	9382
2379	14395	4066
2380	6522	12725
2381	6522	353147
2382	6522	116
2383	6522	5166818
2384	6522	20382
2385	6522	237654
2386	6522	2964437
2387	6522	2683840
2388	6522	4021938
2389	6522	335478
2390	6522	2801033
2391	6522	3849619
2392	6522	1141493
2393	6522	70917
2394	6522	1763562
2395	6522	800261
2396	6522	1280656
2397	6522	857900
2398	6522	785646
2399	6522	275594
2400	6522	480117
2401	6522	353241
2402	6522	45956
2403	6522	183937
2404	6522	79941
2405	6522	13188
2406	6522	30748
2407	6522	19840
2408	6522	13103
2409	6522	736
2410	6522	32136
2411	14101	23354
2412	14101	318041
2413	14101	167920
2414	14101	401510
2415	14101	1622207
2416	14101	5819
2417	14101	7839
2418	14101	19299
2419	2469	2635
2420	2469	1796
2421	2469	2547
2422	2469	3619
2423	2469	6897
2424	2469	514382
2425	2469	9268
2426	2469	2114
2427	2469	77
2428	2469	4039900
2429	2469	3602240
2430	2469	5993
2431	2469	647090
2432	2469	23771
2433	2469	194
2434	2469	832
2435	2469	2536
2436	2469	1432
2437	2469	5185376
2438	2469	1106889
2439	2469	1849109
2440	2469	332437
2441	2469	45279
2442	2469	886
2443	2469	1638
2444	253940	1509764
2445	253940	1642862
2446	253940	13087
2447	253940	6808672
2448	253940	5919316
2449	253940	380233
2450	253940	807905
2451	253940	6760571
2452	253940	79109
2453	20400	22656
2454	20400	892565
2455	20400	1608786
2456	20400	5954
2457	20400	1189983
2458	20400	79439
2459	20400	8911
2460	20400	5802
2461	470	3043
2462	470	267
2463	470	42
2464	470	827918
2465	470	648723
2466	470	5467316
2467	470	30913
2468	470	2141621
2469	470	1662637
2470	470	2470012
2471	470	27068
2472	470	449284
2473	470	5897
2474	470	20257
2475	470	23153
2476	470	1829714
2477	470	207756
2478	470	353229
2479	470	20092
2480	493	3820
2481	493	2528063
2482	493	11388
2483	493	23283
2484	493	17516
2485	493	8954
2486	493	3763015
2487	493	660994
2488	493	232227
2489	493	5046818
2490	493	240694
2491	493	687190
2492	493	214977
2493	493	232219
2494	493	2090
2495	22471	781
2496	22471	18941
2497	22471	2199
2498	22471	23020
2499	22471	9818599
2500	22471	4598767
2501	22471	2988301
2502	22471	1060255
2503	22471	81595
2504	22471	342994
2505	22471	1441
2506	22471	312
2507	2892	21574
2508	2892	155077
2509	2892	984780
2510	2892	1185053
2511	2892	704144
2512	2892	15985
2513	2892	69824
2514	2892	15703
2515	2892	13018
2516	2892	175109
2517	2892	62600
2518	2892	769137
2519	2892	3938355
2520	2892	314320
2521	2892	1404206
2522	2892	1401886
2523	2892	564630
2524	2892	66629
2525	2892	70964
2526	2892	1719087
2527	2892	58678
2528	2892	65387
2529	2892	910348
2530	2892	67268
2531	2892	51275
2532	2892	193050
2533	2892	733755
2534	2892	38087
2535	2892	463042
2536	2892	273766
2537	2892	86191
2538	2892	55847
2539	2892	8205
2540	2892	88631
2541	2892	12918
2542	8521	591656
2543	8521	93613
2544	8521	892565
2545	8521	868532
2546	8521	5370858
2547	8521	6276
2548	8521	1036639
2549	8521	264136
2550	8521	229840
2551	31516	24874
2552	31516	7850
2553	31516	7639499
2554	31516	865010
2555	31516	400589
2556	31516	1332387
2557	31516	5561369
2558	31516	2968106
2559	31516	990170
2560	31516	420006
2561	31516	1358924
2562	31516	371184
2563	31516	175111
2564	31516	1771386
2565	31516	1895730
2566	31516	16391
2567	31516	492258
2568	541686	88656
2569	541686	6535399
2570	541686	34824
2571	541686	485076
2572	144754	140392
2573	144754	7728706
2574	144754	5720406
2575	144754	4438070
2576	144754	181569
2577	144754	7429004
2578	144754	8511223
2579	144754	2778800
2580	144754	656699
2581	144754	1016343
2582	144754	1238259
2583	144754	782273
2584	144754	147803
2585	19268	37055
2586	19268	22099
2587	19268	59532
2588	19268	64218
2589	19268	34088
2590	698	22656
2591	698	695964
2592	698	4423545
2593	698	1105562
2594	698	9783864
2595	698	5728
2596	698	3579354
2597	698	5997493
2598	698	5040327
2599	698	112407
2600	698	24231
2601	698	47773
2602	1108314	17034
2603	1108314	58880
2604	1108314	7064992
2605	1108314	3908810
2606	1108314	1370311
2607	1108314	1339453
2608	1108314	556595
2609	1108314	227436
2610	1108314	2661158
2611	1108314	813901
2612	1108314	621316
2613	1108314	1257110
2614	1108314	1296733
2615	1108314	2908254
2616	1108314	401388
2617	1108314	983169
2618	1108314	1345535
2619	1108314	823599
2620	2975	3776
2621	2975	3804209
2622	2975	507
2623	2975	1196
2624	2975	1488323
2625	2975	372
2626	2975	615
2627	2975	11905637
2628	2975	4211947
2629	2975	9281814
2630	2975	8676193
2631	2975	5414397
2632	2975	7348760
2633	2975	12484
2634	2975	1261518
2635	2975	2346395
2636	2975	1390850
2637	2975	861716
2638	2975	146077
2639	2975	229949
2640	2975	22399
2641	2975	221890
2642	2975	54026
2643	2975	2724
2644	2975	9557852
2645	2975	4768299
2646	2975	1549600
2647	2975	599842
2648	2975	1182712
2649	2975	3058222
2650	2975	195302
2651	2975	2514803
2652	2975	222748
2653	2975	519856
2654	2975	808355
2655	2975	67756
2656	2975	1415041
2657	2975	267578
2658	2975	234
2659	2975	1070
2660	126494	24874
2661	126494	91671
2662	126494	356635
2663	126494	659190
2664	126494	903124
2665	126494	88656
2666	126494	164392
2667	126494	11722618
2668	126494	5397259
2669	126494	1987788
2670	126494	2351531
2671	126494	3816706
2672	126494	1087065
2673	126494	7272494
2674	126494	3595288
2675	126494	1426342
2676	126494	966643
2677	126494	757513
2678	126494	428805
2679	126494	845267
2680	126494	46343
2681	126494	269538
2682	126494	846168
2683	126494	184574
2684	126494	19403
2685	126494	184155
2686	126494	120855
2687	122528	76337
2688	122528	2299047
2689	122528	200442
2690	122528	11917
2691	122528	5312747
2692	122528	58553
2693	122528	2694435
2694	122528	30934
2695	242172	335858
2696	242172	17034
2697	242172	1301879
2698	25702	480700
2699	25702	3073272
2700	25702	67824
2701	25702	913431
2702	25702	452845
2703	25702	2101398
2704	25702	511782
2705	25702	218152
2706	25702	447448
2707	25702	2763467
2708	25702	66974
2709	25702	163921
2710	25702	1367159
2711	25702	1296829
2712	25702	495019
2713	25702	368363
2714	35483	48082
2715	35483	15541
2716	35483	34211
2717	35483	438363
2718	35483	202991
2719	35483	623816
2720	35483	763236
2721	35483	712485
2722	35483	87399
2723	609828	366904
2724	609828	2464261
2725	609828	45375
2726	609828	1159723
2727	609828	31569
2728	609828	3444160
2729	609828	1838954
2730	609828	2661556
2731	609828	1460957
2732	609828	223707
2733	609828	124515
2734	609828	75825
2735	609828	469106
2736	1463	17174
2737	1463	16989
2738	1463	13552
2739	1463	1196
2740	1463	23659
2741	1463	1383168
2742	1463	4038978
2743	1463	105570
2744	1463	1987788
2745	1463	8547919
2746	1463	10726714
2747	1463	10747653
2748	1463	8336143
2749	1463	2785027
2750	1463	2979382
2751	1463	4140278
2752	1463	4220076
2753	1463	2337475
2754	1463	2040068
2755	1463	6290553
2756	1463	5225334
2757	1463	3261852
2758	1463	1571208
2759	1463	1580548
2760	1463	4473175
2761	1463	19444
2762	1463	4295340
2763	1463	2790482
2764	1463	2204040
2765	1463	2873025
2766	1463	3412087
2767	1463	3098994
2768	1463	46642
2769	1463	697862
2770	1463	30038
2771	1463	1539001
2772	1463	845912
2773	1463	1360399
2774	1463	480118
2775	1463	16306
2776	1463	293114
2777	1463	602149
2778	1463	23633
2779	1463	2754
2780	1463	5023
2781	298510	1278334
2782	298510	8836731
2783	298510	218589
2784	298510	26095
2785	298510	93732
2786	298510	32173
2787	298510	3304649
2788	298510	248718
2789	61905	21574
2790	61905	459345
2791	61905	3581643
2792	61905	1079221
2793	61905	5597642
2794	61905	232220
2795	61905	644394
2796	61905	1010609
2797	61905	56679
2798	61905	2242746
2799	61905	3603471
2800	61905	2540812
2801	61905	2319683
2802	61905	298677
2803	61905	1747
2804	61905	1010626
2805	61905	257033
2806	61905	21886
2807	76152	22656
2808	76152	661933
2809	76152	3142139
2810	76152	704144
2811	76152	263693
2812	76152	176877
2813	76152	3191951
2814	76152	129206
2815	76152	1497596
2816	76152	740378
2817	76152	209199
2818	76152	1330240
2819	76152	3408030
2820	76152	3284041
2821	76152	48553
2822	135852	2667173
2823	135852	638977
2824	135852	1191018
2825	135852	5695374
2826	135852	5411243
2827	135852	1230329
2828	135852	3157498
2829	135852	1251861
2830	135852	4589995
2831	135852	4087899
2832	135852	761771
2833	135852	3701588
2834	135852	1958714
2835	135852	1991472
2836	135852	1261223
2837	135852	810669
2838	4035	7850
2839	4035	1336654
2840	4035	23354
2841	4035	4332395
2842	4035	4151175
2843	4035	417289
2844	4035	8884548
2845	4035	7489474
2846	4035	34683
2847	4035	88558
2848	140877	181671
2849	140877	456813
2850	140877	1861864
2851	140877	534782
2852	140877	1546424
2853	140877	607701
2854	140877	366535
2855	140877	103682
2856	140877	1096596
2857	140877	3526767
2858	140877	58508
2859	514	2062118
2860	514	1199
2861	514	479701
2862	514	5958655
2863	514	1677285
2864	514	42446
2865	514	1854557
2866	514	6579566
2867	514	1396511
2868	514	2011284
2869	514	2470786
2870	514	1978167
2871	514	956886
2872	514	404544
2873	514	1158913
2874	514	43783
2875	514	124533
2876	514	5789
2877	1381	22656
2878	1381	1678053
2879	1381	38206
2880	1381	8976
2881	1381	42588
2882	44853	324479
2883	44853	506147
2884	44853	21966
2885	44853	4664754
2886	44853	2283523
2887	44853	67
2888	11	228755
2889	11	5815959
2890	11	9993935
2891	11	9312988
2892	11	1018966
2893	11	2699939
2894	11	14860
2895	11	13
2896	11	95
2897	1909	3043
2898	1909	872
2899	1909	3618581
2900	1909	363751
2901	1909	121309
2902	1909	4415445
2903	1909	3153
2904	1909	2230
2905	1909	555061
2906	1909	712526
2907	1909	20686
2908	1909	1113226
2909	1909	5619
2910	1909	37843
2911	1909	1336
2912	1909	21862
2913	1909	2688
2914	1909	429
2915	1909	437946
2916	1909	868121
2917	1909	390695
2918	1909	5369726
2919	1909	1235183
2920	1909	878539
2921	1909	21692
2922	1909	791952
2923	1909	169672
2924	1909	23671
2925	1909	343869
2926	832824	7850
2927	832824	1498669
2928	832824	4211947
2929	832824	4992762
2930	832824	5848472
2931	832824	340128
2932	832824	5258809
2933	832824	6494050
2934	832824	4561307
2935	832824	1261930
2936	832824	1053241
2937	832824	1225497
2938	832824	411714
2939	832824	3546415
2940	832824	3387348
2941	832824	3729982
2942	832824	1012102
2943	832824	36036
2944	832824	4501453
2945	832824	1296541
2946	832824	1529631
2947	832824	3637582
2948	832824	3243323
2949	832824	1368849
2950	832824	4686976
2951	832824	508006
2952	832824	2298848
2953	832824	1383388
2954	832824	3779743
2955	832824	2165131
2956	832824	342113
2957	832824	1913613
2958	21268	22656
2959	21268	661933
2960	21268	129206
2961	21268	181448
2962	21268	8363456
2963	21268	1366594
2964	21268	3613702
2965	21268	5108326
2966	21268	2108310
2967	21268	4536527
2968	21268	834398
2969	21268	1869
2970	21268	2321577
2971	21268	4036438
2972	21268	2775637
2973	21268	1900763
2974	21268	1631293
2975	21268	47161
2976	21268	1184827
2977	21268	524940
2978	21268	199519
2979	21268	73975
2980	72760	76337
2981	72760	462631
2982	72760	201727
2983	72760	2111313
2984	72760	527571
2985	72760	93468
2986	72760	78666
2987	72760	7643
2988	72760	11098
2989	59035	23283
2990	59035	4911328
2991	59035	329971
2992	59035	2097240
2993	59035	593617
2994	59035	2266130
2995	59035	2069306
2996	59035	287107
2997	59035	84088
2998	59035	880904
2999	59035	475953
3000	59035	6369
3001	59035	72852
3002	59035	96276
3003	13627	24874
3004	13627	452845
3005	13627	1751602
3006	13627	9097210
3007	13627	315831
3008	13627	109912
3009	13627	42467
3010	13627	19520
3011	13627	383129
3012	13627	615222
3013	111265	22656
3014	111265	72760
3015	111265	21574
3016	111265	14860
3017	111265	1217713
3018	111265	2278327
3019	111265	4575768
3020	111265	1804557
3021	111265	1426683
3022	111265	23897
3023	111265	136059
3024	111265	40347
3025	111265	16241
3026	111265	77893
3027	426273	65358
3028	426273	400547
3029	426273	4468648
3030	426273	9886362
3031	426273	128991
3032	426273	778986
3033	426273	885318
3034	36590	3043
3035	36590	16940
3036	36590	23283
3037	36590	46462
3038	36590	3926504
3039	36590	2416519
3040	36590	162139
3041	36590	4068
3042	36590	56621
3043	36590	6439046
3044	36590	80601
3045	36590	3096059
3046	36590	286406
3047	36590	317166
3048	19490	1490
3049	19490	507
3050	19490	6970
3051	19490	2696845
3052	19490	336969
3053	19490	192280
3054	19490	21371
3055	214296	34397
3056	214296	2373500
3057	214296	5106402
3058	214296	2769615
3059	214296	423632
3060	214296	80449
3061	274359	2170850
3062	274359	1690709
3063	274359	33708
3064	274359	3607337
3065	274359	3134112
3066	274359	3058254
3067	274359	5333052
3068	274359	1487785
3069	274359	1713787
3070	274359	1998271
3071	274359	2123370
3072	6335	22656
3073	6335	792713
3074	6335	3103185
3075	6335	529310
3076	6335	24908
3077	6335	26002
3078	14606	22656
3079	14606	1471381
3080	14606	8741
3081	14606	17174
3082	14606	11410
3083	14606	7850
3084	14606	5640
3085	14606	19803
3086	14606	4435
3087	14606	12950
3088	14606	51170
3089	14606	13279
3090	14606	1382162
3091	14606	2658202
3092	14606	58635
3093	14606	3055
3094	14606	139667
3095	14606	831108
3096	14606	31890
3097	14606	1219
3098	14606	27414
3099	14606	459975
3100	14606	11711
3101	14606	896631
3102	14606	1862239
3103	14606	238419
3104	14606	2424
3105	14606	125718
3106	14606	10644
3107	14606	87475
3108	14606	77546
3109	14606	399722
3110	14606	33080
3111	14606	170443
3112	14606	14454
3113	14606	27340
3114	14606	18071
3115	14606	909
3116	14606	10676
3117	14606	30946
